cluster_name	latent_residual_delta_beta	observed_minus_strict_pred_delta_beta	strict_model_delta_beta_8cell_to_morula	abs_latent_residual_delta_beta	signed_latent_residual_direction	PC_loading_norm	PC1_loading	residual_contribution_PC1	PC2_loading	residual_contribution_PC2	PC3_loading	residual_contribution_PC3	residual_alignment_score	abs_residual_alignment_score	module_id	module_index	region_type	control_set	matched_age_cluster	chr	start	end	width	n_cpg_target	age_weight_5yr	basin_residual_rank	overlap_public_chromatin	public_accessibility_morula_max	public_accessibility_morula_minus_8cell
cluster_2776	-0.02243036316972645	0.0722998802700893	0.0276458695898482	0.02243036316972645	-1.0	0.1700593554264178	0.16642939675808666	-0.1317136358975788	-0.02742640209909061	0.0009283411850979774	-0.02166178041360114	0.041536664122986816	-0.0016217125715858429	0.0016217125715858429	M14	14	age_DMR	age_DMR	cluster_2776	chr16	685580	685686	107	2	-0.057703015999999996	68	True	-0.007005847	-1.784658427
cluster_6406	0.021592150581891487	-0.03939850043333856	0.01717627821111634	0.021592150581891487	1.0	0.16998002307861165	0.0790693267341815	-0.06257613567674394	0.11522901479407807	-0.0039003234826471725	-0.09676530351936444	0.1855483637217117	-0.0008506983540573633	0.0008506983540573633	M02	2	age_DMR	age_DMR	cluster_6406	chr6	40359007	40359130	124	2	-0.039827347	69	True	1.302369181	-0.1746005049999999
cluster_6171	0.021250280367365745	-0.05886813429899046	-0.059153796941331487	0.021250280367365745	1.0	0.12090633409624688	-0.04786729175223072	0.03788258060215646	0.10902707443557427	-0.0036903974179187883	-0.02098001536986678	0.040229373351328604	-0.001250964358557287	0.001250964358557287	M04	4	age_DMR	age_DMR	cluster_6171	chr6	29555799	29556229	431	4	0.026677932	70	True	0.050379367	-0.986835692
cluster_2324	0.020674366566264403	-0.07125681657217904	-0.015666913292727278	0.020674366566264403	1.0	0.16348324204261894	0.11345290602233765	-0.0897875918944129	0.059275629961889335	-0.0020063881644932975	-0.10169369811582883	0.19499860590449886	-0.0014731895461582935	0.0014731895461582935	M14	14	age_DMR	age_DMR	cluster_2324	chr13	114865944	114866221	278	2	-0.070097421	71	True	2.287455994	0.45069666900000005
cluster_2126	0.020437472066274085	-0.014718125637377278	0.011014421933673576	0.020437472066274085	1.0	0.24159519659773315	0.0339325667823195	-0.026854521096012718	0.1907495161993428	-0.0064565753570438355	-0.14433101537915338	0.2767560557750526	-0.00030080128158181056	0.00030080128158181056	M02	2	age_DMR	age_DMR	cluster_2126	chr13	22058122	22058128	7	2	0.054376277	72	False		
cluster_3133	-0.020431413895555767	0.04201056394598427	0.01867902209078847	0.020431413895555767	-1.0	0.13911328953914975	0.1381082363952787	-0.10930002942608524	-0.009385415485905272	0.00031768176165954733	-0.013803490223347729	0.026468320063485068	-0.0008583352199661173	0.0008583352199661173	M14	14	age_DMR	age_DMR	cluster_3133	chr16	88717755	88717989	235	3	-0.018315711999999998	73	True	1.6203702169999998	-0.16911752600000018
cluster_915	-0.01999353420964911	0.11713454542238527	0.0023265884675635613	0.01999353420964911	-1.0	0.09976559398126028	0.09333188007294983	-0.07386364133395022	0.03508665787273203	-0.0011876289654405435	-0.003355643575237777	0.006434477565546458	-0.002341933541034157	0.002341933541034157	M07	7	age_DMR	age_DMR	cluster_915	chr10	74714308	74714935	628	4	0.034264481	74	True	0.127892323	-0.11011721899999999
cluster_4920	0.019617327282446258	0.017542968032702166	0.03625389154047319	0.019617327282446258	1.0	0.1055918022867046	-0.008623728597767541	0.006824891940556176	0.09666067191831954	-0.0032718138674119016	-0.041616997963879535	0.07980097818493749	0.00034414614540301074	0.00034414614540301074	M13	13	age_DMR	age_DMR	cluster_4920	chr21	39627271	39628679	1409	5	0.027287077000000003	75	True	-0.21057073399999998	-0.628778974
cluster_4084	-0.01955094844231297	-0.0480538567461459	0.01856348839356743	0.01955094844231297	-1.0	0.10763716139565274	0.013594636823383228	-0.010758910863070906	0.10169608718503312	-0.0034422548665364767	0.03253997870632756	-0.062395709876424475	0.0009394984756981918	0.0009394984756981918	M04	4	age_DMR	age_DMR	cluster_4084	chr19	47745212	47745582	371	2	-0.019523443	76	True	1.9761779519999998	-0.16779381200000043
cluster_634	0.019127026406937114	-0.05619901222150935	0.02286567888817602	0.019127026406937114	1.0	0.10580530739906144	-0.01689367566396133	0.01336979817699588	0.09222228890327896	-0.0031215814842792226	-0.049034847056057165	0.09402477236869372	-0.001074919990804591	0.001074919990804591	M13	13	age_DMR	age_DMR	cluster_634	chr1	234293071	234293143	73	3	0.102996079	77	True	2.204821917	-0.12274902399999998
cluster_4449	0.018910067452266505	-0.02964753954084175	0.007425317318619524	0.018910067452266505	1.0	0.11111321805274968	0.006688256457072501	-0.005293142875816344	0.07481344903359481	-0.002532319247934362	-0.08188017034239754	0.1570059832990299	-0.0005606369725110556	0.0005606369725110556	M13	13	age_DMR	age_DMR	cluster_4449	chr2	102607750	102607752	3	2	0.013610553999999999	78	True	1.962360609	0.21028273700000022
cluster_3227	0.01829822903116026	-0.09747022173829803	-0.03752095991955033	0.01829822903116026	1.0	0.10610173536666946	0.002361317780333869	-0.0018687669150748282	0.09782624025017793	-0.0033112665481755212	-0.04101254862445769	0.07864194099078503	-0.0017835324410853527	0.0017835324410853527	M00	0	age_DMR	age_DMR	cluster_3227	chr17	4486580	4486934	355	2	-0.024409725	79	True	0.842057872	-0.5964704379999999
cluster_483	-0.018269489425537275	-0.0794555491234829	0.04982591949385328	0.018269489425537275	-1.0	0.14168848243627774	0.09165808050149347	-0.07253898215946086	0.10799261271228226	-0.003655382492568035	-0.003466689119626137	0.006647408423100412	0.0014516123145117284	0.0014516123145117284	M11	11	age_DMR	age_DMR	cluster_483	chr1	158670124	158670617	494	3	0.025181527999999998	80	True	2.204821917	0.01676818599999974
cluster_1586	0.017238617640969938	-0.027211066639576443	0.01980365923216904	0.017238617640969938	1.0	0.1840290420808988	-0.0007775824840372675	0.0006153853716822004	0.15991765754761048	-0.005412964747963194	-0.09106276131975632	0.17461368635587726	-0.0004690811734026111	0.0004690811734026111	M00	0	age_DMR	age_DMR	cluster_1586	chr11	117688335	117688338	4	2	-0.025152623	81	True	1.7926254430000002	-0.549831993
cluster_2004	0.016083742427707402	-0.04248924404315595	0.039068130622042535	0.016083742427707402	1.0	0.13879672947052954	0.06791896146487726	-0.05375164204872875	0.08531489081136248	-0.0028877767691209808	-0.08586568692494796	0.16464824817685347	-0.0006833860571381214	0.0006833860571381214	M11	11	age_DMR	age_DMR	cluster_2004	chr12	124763658	124763800	143	2	0.054339939000000004	82	True	1.4793410980000001	-0.32480659599999995
cluster_5020	-0.015386451646331638	-0.024119501666228383	0.0023361923829191	0.015386451646331638	-1.0	0.04347388087302915	0.019065781642093	-0.015088821267312334	-0.007259870959981419	0.0002457353752160955	0.03838969343694708	-0.07361259193051772	0.0003711135461210384	0.0003711135461210384	M00	0	age_DMR	age_DMR	cluster_5020	chr22	31518860	31518963	104	3	-0.027558477999999997	83	True	-0.126622892	-1.10030379
cluster_4889	-0.015037580151164553	0.1775516334381394	-0.0436073224051669	0.015037580151164553	-1.0	0.19370773910711325	0.18489268907170656	-0.14632564200129342	-0.016582472829401163	0.0005612909933531427	-0.05533898546851822	0.10611301603211856	-0.0026699469187962096	0.0026699469187962096	M01	1	age_DMR	age_DMR	cluster_4889	chr20	62574023	62574518	496	6	-0.019214397	84	True	2.06016942	0.03297871699999977
cluster_5516	0.0145793093893729	-0.09363665043189832	0.03437739117263907	0.0145793093893729	1.0	0.21927844215059886	0.1935380475386826	-0.15316765200376015	-0.033450973559457635	0.001132263587643444	-0.09750431639077636	0.1869654277319778	-0.0013651576968312033	0.0013651576968312033	M07	7	age_DMR	age_DMR	cluster_5516	chr4	15341641	15341878	238	2	0.020991971	85	True	-0.400460905	-0.366280448
cluster_3766	0.014498148323204797	0.1794102994003202	0.02190287544226642	0.014498148323204797	1.0	0.13752710944933896	0.1104279390445095	-0.0873936073767679	0.019088831159077797	-0.0006461273365834982	-0.0797182076871575	0.15286039992857148	0.0026011171314164225	0.0026011171314164225	M14	14	age_DMR	age_DMR	cluster_3766	chr19	1065688	1065728	41	3	-0.026841847999999998	86	True	1.784644317	0.8634745779999998
cluster_5599	0.014392782084662069	0.021082107461539268	0.02031928329329977	0.014392782084662069	1.0	0.14081121947875969	0.00694772384843751	-0.005498487569597941	0.13383253541528026	-0.004530023810020924	-0.04322477447875279	0.08288390450992161	0.00030343017857936287	0.00030343017857936287	M06	6	age_DMR	age_DMR	cluster_5599	chr4	106472990	106473806	817	4	0.044142923	87	True	1.968560645	-0.04771508300000016
cluster_3967	0.013740044568184008	-0.05461503045642654	-0.007416734022118779	0.013740044568184008	1.0	0.09246188271368258	-0.0231310892150738	0.01830614015393652	0.07147300299603554	-0.002419250329085308	-0.053905123220448964	0.10336357192090008	-0.0007504129525640278	0.0007504129525640278	M06	6	age_DMR	age_DMR	cluster_3967	chr19	18284120	18284450	331	6	-0.027666536000000002	88	True	1.909859433	0.1447137460000001
cluster_4897	-0.01366492636868455	-0.031220836913798258	0.0256652813582427	0.01366492636868455	-1.0	0.058380711093952375	-0.002600737725365808	0.0020582458898282647	0.04142523596535912	-0.0014021800056056195	0.041054761189583226	-0.07872288397450619	0.0004266304375957618	0.0004266304375957618	M06	6	age_DMR	age_DMR	cluster_4897	chr21	17961737	17962124	388	4	0.054251055	89	False		
cluster_126	-0.013563527494417912	-0.05471843250863073	0.0344529745691759	0.013563527494417912	-1.0	0.1051100853268742	-0.023344245640890715	0.0184748339568714	0.09184550027229628	-0.0031088277733493613	0.04547065331191272	-0.08719039792702395	0.0007421749637822638	0.0007421749637822638	M06	6	age_DMR	age_DMR	cluster_126	chr1	6546027	6546646	620	4	-0.021650446	90	True	1.262357688	-0.957680106
cluster_1126	-0.013533457422441648	-0.08313350555748049	-0.02401045729081673	0.013533457422441648	-1.0	0.04418251001261242	0.025065559287562742	-0.01983709617340062	0.032185373800400534	-0.0010894249981726891	0.016968018209112264	-0.032536331720087484	0.0011250837578404783	0.0011250837578404783	M00	0	age_DMR	age_DMR	cluster_1126	chr10	134661502	134661640	139	3	-0.033032012	91	True	0.87326331	-1.086810263
cluster_5760	0.013484134338562334	0.09272216979768716	0.02536705032829195	0.013484134338562334	1.0	0.08656514543361983	-0.0302417887872361	0.02393360809330672	0.0749372387145502	-0.0025365093366928448	-0.03103818404369808	0.05951600473251267	0.001250278193715001	0.001250278193715001	M06	6	age_DMR	age_DMR	cluster_5760	chr5	1855899	1856713	815	6	-0.024623956000000002	92	True	1.22353073	2.4320625700000003
cluster_6442	-0.013198134685181622	-0.015299962991754797	0.015299962991754797	0.013198134685181622	-1.0	0.05955463399564759	-0.01409645658765409	0.011156055279892026	-0.00207797513216662	7.033623622340351e-05	0.057824963133390965	-0.11087990117782114	0.00020193097224347416	0.00020193097224347416	M02	2	age_DMR	age_DMR	cluster_6442	chr6	54172183	54172378	196	2	0.024665217000000003	93	True	1.302369181	-0.27386683099999987
cluster_1007	0.012547690119988693	-0.05954623437415254	-0.006591331763413595	0.012547690119988693	1.0	0.078679341278468	0.0040234874143857255	-0.003184222058481641	0.06616190997671605	-0.002239478065486644	-0.042389290643661884	0.08128185653529778	-0.0007471676967390848	0.0007471676967390848	M00	0	age_DMR	age_DMR	cluster_1007	chr10	116444240	116444463	224	3	0.020471085	94	True	0.87326331	-0.16129014199999991
cluster_618	0.012457672993492734	-0.023843979844190257	0.001621757621968034	0.012457672993492734	1.0	0.06867820347234152	0.016220223457188175	-0.01283682238975395	0.027416695750931256	-0.0009280126402629431	-0.060843444817729485	0.11666786770180244	-0.00029704050376235403	0.00029704050376235403	M02	2	age_DMR	age_DMR	cluster_618	chr1	228604953	228605010	58	2	-0.028772272	95	True	2.204821917	-0.12274902399999998
cluster_4538	-0.012119631552459195	0.34900070450592824	-0.34900070450592824	0.012119631552459195	-1.0	0.1461002903710595	0.1269164247302948	-0.10044273476906823	0.061950718654822726	-0.0020969357688953466	-0.0374115548773145	0.07173700220329057	-0.004229759950160536	0.004229759950160536	M01	1	age_DMR	age_DMR	cluster_4538	chr2	167168604	167168852	249	2	0.027143405	96	True	1.962360609	-0.06632165599999995
cluster_3928	-0.012049750118880712	0.021943778166184147	-0.08039555576197878	0.012049750118880712	-1.0	0.1875825159740964	0.1780390655874659	-0.14090162625788175	-0.017306730964745876	0.0005858060082374704	-0.05647803544058561	0.10829715487969704	-0.0002644170435666694	0.0002644170435666694	M01	1	age_DMR	age_DMR	cluster_3928	chr19	13214412	13215041	630	2	-0.036694162	97	True	1.909859433	0.1447137460000001
cluster_1607	0.011705633309194585	0.3821304215358719	0.08817458935737428	0.011705633309194585	1.0	0.09647355590774533	-0.02552073599577449	0.020197326880128503	0.09178562325344967	-0.003106801029103604	-0.015206524510703956	0.029158651275150306	0.004473078590786868	0.004473078590786868	M06	6	age_DMR	age_DMR	cluster_1607	chr11	122756770	122756965	196	3	0.023808391	98	True	1.7926254430000002	-0.549831993
cluster_7683	-0.011594583301013851	-0.07890418003207253	0.011884453208424128	0.011594583301013851	-1.0	0.09100586512131968	-0.002088989827311821	0.0016532442637416825	0.08540755739132536	-0.002890913389168733	0.031356861265577615	-0.06012707125041283	0.0009148610881800587	0.0009148610881800587	M06	6	age_DMR	age_DMR	cluster_7683	chr9	34628025	34628238	214	2	-0.027870513	99	True	-0.7102907340000001	-0.9695179930000001
cluster_6020	-0.011444463148376315	-0.03728257169463604	0.0230449574570218	0.011444463148376315	-1.0	0.09483169466610072	0.017047747566527258	-0.013491731987199577	0.08821751723291446	-0.0029860261728285728	0.030333055721653932	-0.05816391465879173	0.0004266790178359601	0.0004266790178359601	M06	6	age_DMR	age_DMR	cluster_6020	chr5	172662724	172663219	496	4	-0.038638364	100	True	1.851899126	0.910601616
cluster_7095	0.011326551648274024	0.20442243560770554	0.0477118375265676	0.011326551648274024	1.0	0.12762352453036174	-0.0252311575415932	0.01996815203589556	0.12202135442328635	-0.0041302336472464245	-0.02760329269072604	0.05292956882081964	0.002315401274976648	0.002315401274976648	M06	6	age_DMR	age_DMR	cluster_7095	chr7	140218068	140218338	271	3	-0.064702969	101	True	2.3353778999999997	0.15849809599999976
cluster_293	-0.011320331359549872	-0.02203752054197289	0.004577203081655431	0.011320331359549872	-1.0	0.04939413631485946	0.03180798543249155	-0.02517310939953953	0.028860218564199444	-0.0009768736492404854	0.024395092732842016	-0.046777815754098576	0.00024947203487802016	0.00024947203487802016	M00	0	age_DMR	age_DMR	cluster_293	chr1	47901555	47902085	531	4	-0.033578283	102	True	2.02578997	0.07390125000000003
cluster_23	0.010913730745669705	-0.03906674878503307	0.02416728285517829	0.010913730745669705	1.0	0.1691940797353163	0.01690651717566263	-0.013379961058250915	0.16063986474411146	-0.0054374103417477405	-0.05035514024866953	0.09655644676656418	-0.00042636397734856994	0.00042636397734856994	M06	6	age_DMR	age_DMR	cluster_23	chr1	1135492	1135955	464	2	-0.023801903	103	True	0.369485978	-1.850551816
cluster_7052	-0.010730532250050504	0.03838760644265599	0.005951017895968358	0.010730532250050504	-1.0	0.18827251887424146	-0.07000545723395787	0.05540291249363692	0.16836930600355424	-0.00569903994350926	0.046878077142707135	-0.08988914612879638	-0.00041191944893516656	0.00041191944893516656	M08	8	age_DMR	age_DMR	cluster_7052	chr7	121651766	121652024	259	4	0.031851411	104	True	2.3353778999999997	0.15849809599999976
cluster_4551	0.010511701306455212	-0.0328868495863773	0.02547944217896989	0.010511701306455212	1.0	0.10181604228980737	0.026022294951250708	-0.020594264890657916	0.08810373000255689	-0.002982174651513545	-0.04389851241974504	0.08417580323789213	-0.0003456967397623183	0.0003456967397623183	M00	0	age_DMR	age_DMR	cluster_4551	chr2	176983285	176983519	235	2	-0.053087412	105	True	1.962360609	-0.06632165599999995
cluster_5656	0.010248699091131932	-0.08382954018762044	0.021918553570751474	0.010248699091131932	1.0	0.14724477241836031	0.07937178251792923	-0.06281550174879412	0.10990323099745887	-0.003720053959015672	-0.05746671176237999	0.11019295086325054	-0.0008591437323308734	0.0008591437323308734	M14	14	age_DMR	age_DMR	cluster_5656	chr4	174457944	174458502	559	2	-0.038815357	106	True	1.968560645	-0.04771508300000016
cluster_3123	0.01009258102470434	-0.08301671134012356	-0.10697609086170624	0.01009258102470434	1.0	0.15075069395402166	0.13167253747475305	-0.10420676272635256	-0.02312189507244924	0.0007826402965914488	-0.06966701207054532	0.1335871394490442	-0.0008378528856046888	0.0008378528856046888	M01	1	age_DMR	age_DMR	cluster_3123	chr16	88165722	88165938	217	2	0.029691182000000003	107	True	1.6203702169999998	-0.16911752600000018
cluster_4064	-0.009863487855521524	-0.045131758085947014	0.005092525677609663	0.009863487855521524	-1.0	0.04392435840741177	0.03546714746363742	-0.02806900126028541	-0.018048892982957362	0.0006109270417960066	0.01859215357039402	-0.03565062628423458	0.0004451565477790736	0.0004451565477790736	M06	6	age_DMR	age_DMR	cluster_4064	chr19	46170946	46171507	562	5	-0.017083166	108	True	1.9761779519999998	-0.16779381200000043
cluster_1257	-0.009691722645456684	-0.016762729917967574	0.004641517796755458	0.009691722645456684	-1.0	0.0820741901654933	-0.003934578523734869	0.0031138588084828056	0.06717662657935668	-0.0022738246491191077	0.04698928201813465	-0.0901023825050903	0.00016245972914564062	0.00016245972914564062	M02	2	age_DMR	age_DMR	cluster_1257	chr11	2909690	2909715	26	3	-0.042734524	109	True	0.316283313	0.6137980190000001
cluster_5659	0.009463649726266442	-0.09015086365838527	0.023484196991718626	0.009463649726266442	1.0	0.19204223647957488	0.17133383566157687	-0.13559505043491082	-0.02011051038364324	0.0006807095941722363	-0.08438308314868624	0.16180534173489786	-0.0008531561961833612	0.0008531561961833612	M07	7	age_DMR	age_DMR	cluster_5659	chr4	175752696	175752781	86	2	0.069857776	110	True	1.968560645	-0.04771508300000016
cluster_2727	0.00904892991849292	-0.01431468024100486	0.013203569129893749	0.00904892991849292	1.0	0.19020587718523296	0.04128006878623529	-0.03266939648793156	0.16724640166324975	-0.005661031372707166	-0.08064039166263108	0.15462869622358866	-0.00012953253830648833	0.00012953253830648833	M02	2	age_DMR	age_DMR	cluster_2727	chr15	91447374	91447749	376	3	-0.016253451000000002	111	True	1.690836355	-0.012793271999999911
cluster_4593	-0.00897483542457587	-0.07895997937193752	0.0242816167988381	0.00897483542457587	-1.0	0.08237089006508891	-0.04320085707068716	0.034189524624323044	0.05675351633916002	-0.001921018529022449	0.04120300791949197	-0.07900714844907747	0.0007086528199910449	0.0007086528199910449	M06	6	age_DMR	age_DMR	cluster_4593	chr2	219860379	219860717	339	2	-0.042572963	112	True	1.962360609	-0.06632165599999995
cluster_5447	0.00867662871760068	-0.014610287148903597	0.010377482916099369	0.00867662871760068	1.0	0.11022277595866514	0.04927253547209446	-0.038994702398370926	0.08403007965811768	-0.0028442879037451642	-0.05157735259622854	0.09890005023766438	-0.00012676803704856916	0.00012676803704856916	M02	2	age_DMR	age_DMR	cluster_5447	chr4	1794043	1794084	42	2	-0.034925917	113	True	-0.399874939	-0.023379527999999983
cluster_5608	0.008632481304293806	-0.07432066152103105	0.010289749320184213	0.008632481304293806	1.0	0.12643087423257096	0.011806967881091628	-0.009344134502902642	0.1223835296754715	-0.0041424927179627355	-0.02945561292589293	0.05648140998933366	-0.0006415717211030488	0.0006415717211030488	M00	0	age_DMR	age_DMR	cluster_5608	chr4	114213574	114214449	876	7	0.05939623	114	True	1.968560645	-0.04771508300000016
cluster_5336	0.00859409368006767	-0.07892614210866405	-0.004407191224669274	0.00859409368006767	1.0	0.043202123994998065	-0.028379938779755545	0.02246012420910053	0.031092834015391955	-0.0010524442204856595	-0.009707639539445164	0.01861448852670402	-0.0006782986590881924	0.0006782986590881924	M06	6	age_DMR	age_DMR	cluster_5336	chr3	177315226	177315882	657	2	0.030072859	115	True	1.644779131	-0.4121675749999998
cluster_3303	0.00859391110693345	0.004656218642168964	0.016162883542435842	0.00859391110693345	1.0	0.1636922154719	0.0893663505729805	-0.07072528766041453	0.1059978579470549	-0.0035878631367283406	-0.08702442704207856	0.1668701430595504	4.001512910524644e-05	4.001512910524644e-05	M02	2	age_DMR	age_DMR	cluster_3303	chr17	26553567	26554245	679	4	-0.028370305	116	True	1.897721177	-0.160795279
cluster_6400	0.007936545118927506	-0.07021070920749578	0.01794114273158259	0.007936545118927506	1.0	0.17338489579428604	-0.0206263402439812	0.0163238605782143	0.1716418138164253	-0.005809809258794103	-0.01326513955985942	0.02543602769126341	-0.0005572304614571891	0.0005572304614571891	M04	4	age_DMR	age_DMR	cluster_6400	chr6	36237982	36238410	429	8	0.05784108599999999	117	True	1.302369181	-0.1746005049999999
cluster_4420	0.007880065346001176	-0.06656773147564758	3.734827859770695e-05	0.007880065346001176	1.0	0.06910854539951455	-0.0033052625463306107	0.0026158128074338593	0.06547750340194881	-0.0022163119641361016	-0.02185778659847263	0.04191250779380176	-0.0005245580739631621	0.0005245580739631621	M06	6	age_DMR	age_DMR	cluster_4420	chr2	88366775	88367503	729	6	0.037238383	118	True	1.962360609	0.21028273700000022
cluster_1976	-0.007731686270878672	0.3402798751128342	-0.268057652890612	0.007731686270878672	-1.0	0.10435395057009343	0.0982659149808772	-0.07776847840016468	-0.01769245054018627	0.0005988620177893647	-0.030340305641828668	0.058177816447724434	-0.002630937238666209	0.002630937238666209	M01	1	age_DMR	age_DMR	cluster_1976	chr12	120242490	120242513	24	2	-0.025163308	119	True	1.4793410980000001	-0.28065989199999986
cluster_1406	0.007469694877088544	0.3876356489536874	0.07739703078487463	0.007469694877088544	1.0	0.20535085621967206	0.17749075669676084	-0.14046768995217784	-0.06313669609198735	0.002137079266228282	-0.08172981734931073	0.15671768004535033	0.002895520021166252	0.002895520021166252	M07	7	age_DMR	age_DMR	cluster_1406	chr11	62559856	62559882	27	2	-0.010845081999999999	120	True	1.499459383	-0.521101131
cluster_4899	0.007327443864934964	-0.059205846130387915	0.0014280683526101262	0.007327443864934964	1.0	0.0760392173560602	-0.012685863171890058	0.010039699688977236	0.0731129881570525	-0.0024747612839098217	-0.01659886786660314	0.03182848252695008	-0.0004338275139963944	0.0004338275139963944	M00	0	age_DMR	age_DMR	cluster_4899	chr21	22175001	22175522	522	2	0.044104690999999994	121	False		
cluster_7341	0.007242376902662567	0.05335802091096253	-0.020024687577629208	0.007242376902662567	1.0	0.03975448497720102	0.0211639236312066	-0.016749308629513283	0.01679322627146204	-0.0005684246705835497	-0.029163246796789177	0.055920795234976	0.00038643889821734123	0.00038643889821734123	M03	3	age_DMR	age_DMR	cluster_7341	chr8	1563040	1563113	74	2	0.071478852	122	False		
cluster_1564	-0.007105062288811339	-0.011880306418635134	0.004472899011227728	0.007105062288811339	-1.0	0.04213207198376708	0.03960726472782102	-0.03134552517090557	0.006627867975906185	-0.00022434305415618827	0.012745486907905612	-0.024439588928950408	8.441031711456779e-05	8.441031711456779e-05	M02	2	age_DMR	age_DMR	cluster_1564	chr11	111956647	111956885	239	6	-0.013214527	123	True	1.7926254430000002	-0.549831993
cluster_3362	0.006995009743539482	-0.03280365298782545	-0.00918361197985567	0.006995009743539482	1.0	0.12423046931233375	0.020587695800219415	-0.01629327703772053	0.11779216476798547	-0.0039870821349765615	-0.03368029403779136	0.06458227506233895	-0.000229461872273527	0.000229461872273527	M02	2	age_DMR	age_DMR	cluster_3362	chr17	39685250	39685912	663	4	-0.039116552	124	True	1.897721177	-0.160795279
cluster_5400	0.00690351861809765	-0.024713052990296625	0.004925112854097039	0.00690351861809765	1.0	0.14635214182363546	0.09641707088086994	-0.07630528750142153	0.08853268600997646	-0.002996694147247766	-0.06545732477712272	0.12551502516152652	-0.00017060702142854655	0.00017060702142854655	M02	2	age_DMR	age_DMR	cluster_5400	chr4	683148	683772	625	4	-0.013997351000000002	125	True	0.643446293	1.019941704
cluster_3369	0.006783646329348574	-0.006036556963289056	0.006036556963289056	0.006783646329348574	1.0	0.1996416442994444	0.02233234636292831	-0.017674008287495848	0.17264197383089974	-0.005843663124487832	-0.09773843315852264	0.18741434879764104	-4.094986748591938e-05	4.094986748591938e-05	M02	2	age_DMR	age_DMR	cluster_3369	chr17	40333521	40333758	238	3	-0.012269211	126	True	1.897721177	-0.160795279
cluster_3978	-0.0066719968616041035	0.013020327140761815	0.03562164816788011	0.0066719968616041035	-1.0	0.0984477737399415	0.020541821514802543	-0.016256971739232653	0.09576908040687102	-0.0032416348772049113	0.009913675465082856	-0.01900956431812456	-8.687158182022156e-05	8.687158182022156e-05	M06	6	age_DMR	age_DMR	cluster_3978	chr19	18902527	18902727	201	3	-0.036936656	127	True	1.909859433	0.1447137460000001
cluster_6871	0.006441220815951875	-0.030644137554901738	-0.0018046195016391472	0.006441220815951875	1.0	0.045819076211056235	-0.0179114415874889	0.014175266759420218	0.034715546594743164	-0.0011750674241065152	-0.023945747633364243	0.04591619237338148	-0.0001973856567055257	0.0001973856567055257	M02	2	age_DMR	age_DMR	cluster_6871	chr7	27225772	27226329	558	7	-0.011480476000000002	128	True	1.056105408	1.787382464
cluster_1922	0.006386715826850186	0.36010347288971	0.037916961337620785	0.006386715826850186	1.0	0.06977611739491807	-0.04653227835767484	0.03682603968093619	0.05180560851105459	-0.0017535395210102655	0.0044308640638818534	-0.008496222788802466	0.002299878549608428	0.002299878549608428	M04	4	age_DMR	age_DMR	cluster_1922	chr12	102872603	102873312	710	4	0.043206154000000004	129	True	1.9626992090000002	0.20269821900000018
cluster_1851	-0.0059938138733272965	-0.021159251775404942	0.012825918442071612	0.0059938138733272965	-1.0	0.03157691963158222	0.03064535095715475	-0.02425299061674376	-0.001065839025623312	3.607699838265068e-05	0.007538455100594261	-0.01445505731943416	0.0001268246168406474	0.0001268246168406474	M02	2	age_DMR	age_DMR	cluster_1851	chr12	56131768	56132083	316	2	-0.015637943999999997	130	True	1.9626992090000002	0.6874580880000003
cluster_2355	0.00582188590766739	-0.013934419036747712	0.04473588823937971	0.00582188590766739	1.0	0.10928716988812884	0.09585452127545864	-0.0758600809733394	0.006131545442982304	-0.00020754330598868573	-0.05213444546257325	0.0999682809570628	-8.112459782157372e-05	8.112459782157372e-05	M11	11	age_DMR	age_DMR	cluster_2355	chr14	23525003	23525720	718	3	-0.01669596	131	True	1.136797144	0.971484322
cluster_900	0.005420603936836628	-0.016312102558201508	0.016312102558201508	0.005420603936836628	1.0	0.03506454891452978	0.010882142530954077	-0.008612219878385147	0.01624051043926755	-0.0005497160966762613	-0.029109231958048883	0.05581722128253189	-8.842144734506992e-05	8.842144734506992e-05	M02	2	age_DMR	age_DMR	cluster_900	chr10	71560212	71560231	20	2	-0.022477032999999997	132	True	0.127892323	0.011164111000000004
cluster_3416	0.005170349768371103	0.27012407512241216	-0.014568519566856604	0.005170349768371103	1.0	0.013461214676096872	-0.001069791530613293	0.0008466420890434809	0.001168474926907177	-3.9551064499205626e-05	-0.013367666699247972	0.025632624428510317	0.001396635949240622	0.001396635949240622	M02	2	age_DMR	age_DMR	cluster_3416	chr17	46676215	46676375	161	2	-0.018833351	133	True	1.897721177	-0.160795279
cluster_4028	0.0049639717947311075	-0.02169084965124858	0.000998092116385782	0.0049639717947311075	1.0	0.03932552049711272	-0.034367821365307305	0.027198985263900917	-0.0073994002847410185	0.0002504582265122757	-0.01762379903418481	0.03379379751233743	-0.00010767276587255106	0.00010767276587255106	M02	2	age_DMR	age_DMR	cluster_4028	chr19	40005557	40005602	46	2	-0.005814663	134	True	1.9761779519999998	0.21103226499999983
